一一	对应:829	回复:705	一一:542	介绍:318	列举:308	解答:225	道来:135
一一一	一:542
一条信	息:212
一条出	路:169
一条小	路:119
一条捷	径:141
一条曲	线:107
一条消	息:287
一条生	路:150
一条直	线:922
一条短	信:157
一条线	路:109
一条裤	子:121
一条路	走到黑:188
一条路走	到黑:188
一条道	路:232	走到黑:125
一条道走	到黑:125
一条长	长:118
一条鞭	法:119
一条龙	服务:254
一条龙服	务:254
一来	二去:465	是:443	一回:210
一来一	回:210
一来二	去:465
一杯	咖啡:774	水:381	酒:293	奶茶:271	茶:186	羹:128	啤酒:115	牛奶:101
一杯咖	啡:774
一杯啤	酒:115
一杯奶	茶:271
一杯牛	奶:101
一板	一眼:346
一板一	眼:346
一枚	硬币:142
一枚硬	币:142
一枝	独秀:443
一枝独	秀:443
一枪	爆头:133
一枪爆	头:133
一架	飞机:275
一架飞	机:275
一栋	楼:463	房子:138
一栋房	子:138
一样	是:1640	可以:1115	的道理:800	有:674	会:570	大:554	都是:554	吗:494	多:475	的人:441	能:409	一样的:376	好:246	的感觉:183	长:169	一样:136
一样一	样的:376	样:136
一样一样	的:376
一样可	以:1115
一样的	道理:800	人:441	感觉:183
一样的感	觉:183
一样的道	理:800
一样都	是:554
一根	筋:361	线:335	手指:264	烟:246	根:243	弦:169	绳子:168	针:155	头发:122	一根:119	刺:111	香蕉:111
一根一	根:119
一根头	发:122
一根手	指:264
一根绳	子:168
一根香	蕉:111
一档	节目:187
一档节	目:187
一桶	水:129
一棍	子打死:184	子:180
一棍子	打死:184
一棍子打	死:184
一棒	子打死:220	子:161
一棒子	打死:220
一棒子打	死:220
一棵	树:750	大树:151	树上吊死:117
一棵大	树:151
一棵树	上吊死:117
一棵树上	吊死:117
一概	而论:402	不:352	不知:132
一概不	知:132
一概而	论:402
一模	一样:5052
一模一	样:5052
一次	性:6966	次:4224	又一次:1892	是:1017	机会:522	一次:414	又一次地:333	次地:282	比一次:242	通过:225	性筷子:217	吧:205	后:196	偶然的机会:175	偶然:156	性买入:156	尝试:136	性投入:124	意外:120
一次一	次:414
一次偶	然的机会:175	然:156
一次偶然	的机会:175
一次又	一次:1892	一次地:333
一次又一	次:1892	次地:333
一次尝	试:136
一次性	筷子:217	买入:156	投入:124
一次性买	入:156
一次性投	入:124
一次性筷	子:217
一次意	外:120
一次机	会:522
一次次	地:282
一次比	一次:242
一次比一	次:242
一次通	过:225
一款	游戏:1590
一款游	戏:1590
一步	步:5272	一步:2972	到位:1392	一个脚印:734	之遥:475	一步来:381	登天:368	一步地:251	步地:226	一步走:221	步走向:207	棋:145
一步一	步:2972	个脚印:734	步来:381	步地:251	步走:221
一步一个	脚印:734
一步一步	来:381	地:251	走:221
一步之	遥:475
一步到	位:1392
一步步	地:226	走向:207
一步步走	向:207
一步登	天:368
一段	时间:12402	话:2995	时间后:1668	时间内:1168	距离:626	时间了:365	时期:284	路:254	段:233	时光:230	日子:210	旋律:143	佳话:138	关系:125	时期内:109
一段佳	话:138
一段关	系:125
一段旋	律:143
一段日	子:210
一段时	间:12402	间后:1668	间内:1168	间了:365	期:284	光:230	期内:109
一段时期	内:109
一段时间	后:1668	内:1168	了:365
一段距	离:626
一比	一:212	较:183
一毕	业:786
一毛	钱:744	钱关系:420	一样:350	不拔:117
一毛一	样:350
一毛不	拔:117
一毛钱	关系:420
一毛钱关	系:420
一气	呵成:1142	之下:470
一气之	下:470
一气呵	成:1142
一氧	化碳:327
一氧化	碳:327
一水	儿:147
一汽	大众:370
一汽大	众:370
一波	三折:415	又一波:332	流:183	带走:177	波:168	一波:137	行情:137	接一波:114
一波一	波:137
一波三	折:415
一波又	一波:332
一波又一	波:332
一波带	走:177
一波接	一波:114
一波接一	波:114
一波行	情:137
一泻	千里:226
一泻千	里:226
一派	胡言:139
一派胡	言:139
一流	学科:553	大学:445	学科建设高校:187	高手:126	高校:106
一流大	学:445
一流学	科:553	科建设高校:187
一流学科	建设高校:187
一流高	手:126	校:106
一清	二楚:709
一清二	楚:709
一溜	烟:174
一滴	水:286	血:254	眼泪:133	泪:124
一滴眼	泪:133
一潭	死水:229
一潭死	水:229
一激	动:162	灵:114
一灯	大师:108
一灯大	师:108
一炮	而红:267
一炮而	红:267
一点	点:16468	都不:3238	也不:2382	儿:2284	一点:2238	是:877	关系:839	一滴:499	用:488	钱:443	问题:406	都没有:397	儿也不:364	半点:362	不:353	也:352	问题都没有:338	都:326	小小的:316	都没:308	儿都不:289	一点地:261	没有:228	点地:218	事:203	也没:188	都不会:184	希望:177	都不夸张:176	没:171	都不难:171	小事:168	都不奇怪:161	都不像:148	感觉:145	也不奇怪:138	都不想:133	也不像:126	也不比:125	都不比:123	光:121	想法:119	半:117	不夸张:117	也不为过:107	多:105	意思:105	也不夸张:103	心得:102	力气:100
一点一	点:2238	滴:499	点地:261
一点一点	地:261
一点不	夸张:117
一点不夸	张:117
一点也	不:2382	没:188	不奇怪:138	不像:126	不比:125	不为过:107	不夸张:103
一点也不	奇怪:138	像:126	比:125	为过:107	夸张:103
一点儿	也不:364	都不:289
一点儿也	不:364
一点儿都	不:289
一点关	系:839
一点力	气:100
一点半	点:362
一点小	小的:316	事:168
一点小小	的:316
一点希	望:177
一点心	得:102
一点想	法:119
一点意	思:105
一点感	觉:145
一点没	有:228
一点点	地:218
一点都	不:3238	没有:397	没:308	不会:184	不夸张:176	不难:171	不奇怪:161	不像:148	不想:133	不比:123
一点都不	会:184	夸张:176	难:171	奇怪:161	像:148	想:133	比:123
一点都没	有:397
一点问	题:406	题都没有:338
一点问题	都没有:338
一片	空白:516	漆黑:355	片:319	混乱:317	一片:254	黑暗:245	狼藉:238	废墟:184	哗然:170	天地:169	大好:150	天:148	区域:145	光明:142	寂静:142	蓝海:132	死寂:118	祥和:118	骂声:118	森林:116	叶子:109	混沌:102	雪花:102
一片一	片:254
一片光	明:142
一片区	域:145
一片叶	子:109
一片哗	然:170
一片大	好:150
一片天	地:169
一片寂	静:142
一片废	墟:184
一片森	林:116
一片死	寂:118
一片混	乱:317	沌:102
一片漆	黑:355
一片狼	藉:238
一片祥	和:118
一片空	白:516
一片蓝	海:132
一片雪	花:102
一片骂	声:118
一片黑	暗:245
一狠	心:107
一环	扣一环:196
一环扣	一环:196
一环扣一	环:196
一瓶	水:300	酒:244	矿泉水:140	啤酒:134	可乐:119
一瓶可	乐:119
一瓶啤	酒:134
一瓶矿	泉水:140
一瓶矿泉	水:140
一生	的:1884	中:1259	黑:352	一世:238	中最:142	推:139	所爱:138	下来:137	之敌:135	二:123
一生一	世:238
一生下	来:137
一生中	最:142
一生之	敌:135
一生所	爱:138
一男	一女:434	子:137
一男一	女:434
一番	话:393	功夫:132
一番功	夫:132
一瘸	一拐:262
一瘸一	拐:262
一百	万:1641	多:1238	年:1180	个:1119	多年:585	块:436	多个:417	多万:404	倍:389	年前:376	块钱:322	分:291	遍:271	个人:268	次:253	元:243	米:231	天:210	种:201	多年前:196	多人:179	年后:161	五:138	人:135	二十:127	多块钱:126	多块:103
一百个	人:268
一百二	十:127
一百块	钱:322
一百多	年:585	个:417	万:404	年前:196	人:179	块钱:126	块:103
一百多块	钱:126
一百多年	前:196
一百年	前:376	后:161
一盆	水:124	冷水:123
一盆冷	水:123
一盏	灯:238
一盘	散沙:269	棋:224	菜:104
一盘散	沙:269
一目	了然:3333	十行:166
一目了	然:3333
一目十	行:166
一直	在:21500	是:9368	到:6020	以来:5254	都是:3872	没有:3245	都:2918	没:2040	被:1737	有:1728	都在:1569	觉得:1320	用:1283	处于:1274	想:1220	说:1067	到现在:885	以为:861	强调:827	在用:738	对:683	盯着:422	在说:412	这样:393	都很:390	把:377	不:364	走:358	使用:348	都没有:334	在强调:310	有人:301	跟着:298	跟:275	就是:252	等到:250	在变:241	看:235	玩:221	走下去:207	就:205	都觉得:196	有一个:195	一直:191	未:172	以为是:170	想着:169	都没:163	涨:161	记得:158	打:154	爽:151	重复:148	维持在:148	在找:135	能:132	等:128	没有找到:115	没找到:109	在纠结:105	在一起:102
一直一	直:191
一直以	来:5254	为:861	为是:170
一直以为	是:170
一直使	用:348
一直到	现在:885
一直到现	在:885
一直在	用:738	说:412	强调:310	变:241	找:135	纠结:105	一起:102
一直在一	起:102
一直在强	调:310
一直在纠	结:105
一直处	于:1274
一直就	是:252
一直强	调:827
一直想	着:169
一直有	人:301	一个:195
一直有一	个:195
一直没	有:3245	有找到:115	找到:109
一直没找	到:109
一直没有	找到:115
一直盯	着:422
一直等	到:250
一直维	持在:148
一直维持	在:148
一直觉	得:1320
一直记	得:158
一直走	下去:207
一直走下	去:207
一直跟	着:298
一直这	样:393
一直都	是:3872	在:1569	很:390	没有:334	觉得:196	没:163
一直都没	有:334
一直都觉	得:196
一直重	复:148
一看	到:1358	就:1296	就知道:650	见:192	便知:182	就懂:170
一看便	知:182
一看就	知道:650	懂:170
一看就知	道:650
一眨	眼:251
一眼	就:554	就能看出:256	就能看出来:251	望去:216	看上去:179	看出:169	就看出:155	就能看到:146	就看出来:145	看穿:138	认出:121	望到头:106	假:100
一眼就	能看出:256	能看出来:251	看出:155	能看到:146	看出来:145
一眼就看	出:155	出来:145
一眼就能	看出:256	看出来:251	看到:146
一眼望	去:216	到头:106
一眼望到	头:106
一眼看	上去:179	出:169	穿:138
一眼看上	去:179
一眼认	出:121
一着	急:105
一睁	眼:178
一瞬	间:2538
一知	半解:1048
一知半	解:1048
一石	二鸟:114
一石二	鸟:114
一码	事:166	归一码:135
一码归	一码:135
一码归一	码:135
一砖	一瓦:144
一砖一	瓦:144
一碗	面:216	饭:210	水端平:152	汤:122	水:114
一碗水	端平:152
一碗水端	平:152
一碰	到:123
一礼	拜:156
一神	教:127
一票	否决权:206	否决:201	难求:177	人:107
一票否	决权:206	决:201
一票否决	权:206
一票难	求:177
一种	是:7482	方法:1388	情况:1318	特殊:1018	可能:603	全新的:472	感觉:413	错觉:332	状态:323	病:294	人:284	能力:254	态度:186	乐趣:181	食物:134	药:124	植物:111	游戏:111	幻觉:108	货币:107	动物:103
一种乐	趣:181
一种全	新的:472
一种全新	的:472
一种动	物:103
一种可	能:603
一种幻	觉:108
一种态	度:186
一种情	况:1318
一种感	觉:413
一种方	法:1388
一种植	物:111
一种游	戏:111
一种特	殊:1018
一种状	态:323
一种能	力:254
一种货	币:107
一种错	觉:332
一种食	物:134
一秒	钟:1246
一稿	多投:120
一稿多	投:120
一穷	二白:348
一穷二	白:348
一窍	不通:818
一窍不	通:818
一窝	蜂:334
一站	式:972	式服务:227
一站式	服务:227
一站式服	务:227
一笑	而过:484	了之:157	置之:138
一笑了	之:157
一笑置	之:138
一笑而	过:484
一笔	钱:1379	带过:753	交易:279	一划:192	一笔:145	巨款:140	勾销:133	资金:114
一笔一	划:192	笔:145
一笔交	易:279
一笔勾	销:133
一笔巨	款:140
一笔带	过:753
一笔资	金:114
一等	奖:755	一:363	奖学金:151
一等奖	学金:151
一等奖学	金:151
一筷	子:114
一筹	莫展:323
一筹莫	展:323
一箩	筐:172
一箭	双雕:153
一箭双	雕:153
一箱	油:111
一篇	文章:5672	作文:238	报道:226	名为:179	篇:177	课文:155	长文:134	帖子:109	文:108
一篇作	文:238
一篇名	为:179
一篇帖	子:109
一篇报	道:226
一篇文	章:5672
一篇课	文:155
一篇长	文:134
一篮	子股票:191	子:166
一篮子	股票:191
一篮子股	票:191
一米	八:345	九:202	六:168	五:152	七:147	多:124
一类	是:1504	人:725
一粒	沙:105
一系	列:11659	列的:3242	列问题:382	列操作:223	列的问题:148	列事件:140	列动作:132
一系列	的:3242	问题:382	操作:223	的问题:148	事件:140	动作:132
一系列事	件:140
一系列动	作:132
一系列操	作:223
一系列的	问题:148
一系列问	题:382
一紧	张:252
一级	市场:1882	学科:1010	的:573	能效:313	棒:282	一级:237	学科博士点:181	代理:177	建造师:174	和二级:134	火箭:110
一级一	级:237
一级代	理:177
一级和	二级:134
一级和二	级:134
一级学	科:1010	科博士点:181
一级学科	博士点:181
一级市	场:1882
一级建	造师:174
一级建造	师:174
一级火	箭:110
一级能	效:313
一线	城市:4341	品牌:389	队:363	大厂:280	生机:210	员工:197	天:193	教师:127	人员:126	大城市:108	希望:107	明星:102
一线人	员:126
一线员	工:197
一线品	牌:389
一线城	市:4341
一线大	厂:280	城市:108
一线大城	市:108
一线希	望:107
一线教	师:127
一线明	星:102
一线生	机:210
一组	照片:129
一组照	片:129
一经	发现:113
一经发	现:113
一结	束:187
一统	天下:517	江湖:180
一统天	下:517
一统江	湖:180
一维	的:192
一网	打尽:449
一网打	尽:449
一美	元:220
一群	人:4949	人在:251	孩子:135
一群人	在:251
一群孩	子:135
一而	再再而三:322	再:163
一而再	再而三:322
一而再再	而三:322
一耳	光:219
一肚	子:308	子气:105
一肚子	气:105
一股	脑:991	子:501	清流:201	力量:142	脑儿:139	脑地:137
一股力	量:142
一股清	流:201
一股脑	儿:139	地:137
一脉	相承:1021
一脉相	承:1021
一脚	油门:282	踹:236	踢:207	踩:151	踢开:132	出球:115
一脚出	球:115
一脚油	门:282
一脚踢	开:132
一脸	懵逼:1927	懵:348	茫然:303	严肃:214	嫌弃:169	无辜:119	疑惑:103
一脸严	肃:214
一脸嫌	弃:169
一脸懵	逼:1927
一脸无	辜:119
一脸疑	惑:103
一脸茫	然:303
一腔	热血:596
一腔热	血:596
一臂	之力:144
一臂之	力:144
一致	性:2666	的:2077	认为:561	好评:281	同意:174	对外:136	认可:132
一致同	意:174
一致好	评:281
一致对	外:136
一致认	为:561	可:132
一般	是:16506	的:16036	来说:14930	都是:9270	人:7207	都:5784	在:4918	情况下:4732	都会:3119	不会:2707	而言:2119	来讲:1556	般:1468	有:1464	就是:1336	需要:1180	情况:970	要:750	以:733	指:597	性:562	要求:544	地:358	不超过:335	都要:323	学校:281	说来:272	不是:268	等价物:239	会选择:232	不用:226	用户:224	叫:206	指的是:193	吧:190	说:188	水平:188	规律:179	见识:137	的学校:128	化:108	有三种:106
一般不	会:2707	超过:335	是:268	用:226
一般不超	过:335
一般会	选择:232
一般会选	择:232
一般学	校:281
一般就	是:1336
一般情	况下:4732	况:970
一般情况	下:4732
一般指	的是:193
一般指的	是:193
一般有	三种:106
一般有三	种:106
一般来	说:14930	讲:1556
一般水	平:188
一般用	户:224
一般的	学校:128
一般的学	校:128
一般等	价物:239
一般等价	物:239
一般而	言:2119
一般要	求:544
一般见	识:137
一般规	律:179
一般说	来:272
一般都	是:9270	会:3119	要:323
一般需	要:1180
一艘	船:308
一节	课:1914
一英	寸:142
一草	一木:144
一草一	木:144
一荣	俱荣:119
一荣俱	荣:119
一落	千丈:486
一落千	丈:486
一蓑	烟雨任平生:134
一蓑烟	雨任平生:134
一蓑烟雨	任平生:134
一行	人:1157	字:378	代码:276	行:202	一行:152	小字:114
一行一	行:152
一行代	码:276
一行小	字:114
一袋	子:104
一见	钟情:1087	面:275	到:217	如故:179	倾心:170
一见倾	心:170
一见如	故:179
一见钟	情:1087
一视	同仁:787
一视同	仁:787
一览	无余:358	无遗:151	众山小:151	表:105
一览众	山小:151
一览众山	小:151
一览无	余:358	遗:151
一觉	醒来:715	睡到:104
一觉睡	到:104
一觉醒	来:715
一触	即发:217
一触即	发:217
一言	难尽:1520	不发:689	以蔽之:662	不合就:494	一行:301	不合:275	堂:209	蔽之:115
一言一	行:301
一言不	发:689	合就:494	合:275
一言不合	就:494
一言以	蔽之:662
一言以蔽	之:662
一言蔽	之:115
一言难	尽:1520
一词	多义:128
一词多	义:128
一语	成谶:239	中的:165	双关:152	道破:106
一语中	的:165
一语双	关:152
一语成	谶:239
